"vidid","adviews"
"VID_22848",787
"VID_9218",17
"VID_6971",362
"VID_21655",111
"VID_2376",3203
"VID_198",1125
"VID_1792",3915
"VID_14301",44068
"VID_23321",258
"VID_4321",79
"VID_16531",3972
"VID_20177",241
"VID_8666",726
"VID_4658",631
"VID_21710",959
"VID_794",1787
"VID_858",508
"VID_8562",483
"VID_18372",485
"VID_8247",773
"VID_19567",52722
"VID_18705",2772
"VID_8254",33
"VID_19231",4283
"VID_6682",4031
"VID_16577",674
"VID_13223",2223
"VID_22654",446
"VID_18366",16882
"VID_1447",9293
"VID_11320",32807
"VID_8271",33
"VID_8642",644
"VID_12741",42302
"VID_19830",50
"VID_7955",1971
"VID_345",296
"VID_4911",1052
"VID_3416",89
"VID_22539",1358
"VID_8390",7
"VID_15756",193
"VID_22415",3393
"VID_9494",431
"VID_14199",165
"VID_6142",599
"VID_6684",292
"VID_17663",469
"VID_19477",299
"VID_21741",829
"VID_5307",3262
"VID_11134",457
"VID_12317",497
"VID_17732",111
"VID_469",139
"VID_11163",302
"VID_18245",1441
"VID_2153",157
"VID_10495",774
"VID_21002",1524
"VID_21284",2036
"VID_6717",3832
"VID_20625",310
"VID_14738",1432
"VID_13496",398
"VID_776",2795
"VID_15356",463
"VID_19523",197
"VID_1260",63960
"VID_3669",148
"VID_13814",1027
"VID_22985",2389
"VID_17347",529
"VID_2445",92
"VID_15546",14
"VID_13690",111
"VID_7695",763
"VID_8698",187
"VID_1734",141
"VID_12054",303
"VID_12077",9500
"VID_11877",770
"VID_14346",471
"VID_22859",2414
"VID_18171",4362
"VID_6056",16
"VID_23",1196
"VID_16995",463
"VID_3675",2500
"VID_15712",4
"VID_14876",1253
"VID_15311",3346
"VID_10063",812
"VID_3325",354
"VID_21505",235
"VID_6740",698
"VID_7423",1853
"VID_6031",1505
"VID_19432",129
"VID_13927",2967
"VID_19148",5224
"VID_1633",461
"VID_6960",996
"VID_15782",387
"VID_9885",1080
"VID_4964",686
"VID_1028",9019
"VID_18823",479
"VID_6402",96
"VID_10820",357
"VID_2459",619
"VID_5972",1272
"VID_8662",2211
"VID_1120",504
"VID_20963",132
"VID_3819",14669
"VID_16462",463
"VID_21625",1183
"VID_5778",636
"VID_23398",212
"VID_14988",2500
"VID_12493",23
"VID_22121",1740
"VID_7491",377
"VID_17630",3428
"VID_17285",55
"VID_11704",119
"VID_3365",1668
"VID_6964",1237
"VID_717",1173
"VID_2473",263
"VID_3495",8094
"VID_3316",6
"VID_15796",715
"VID_16469",999
"VID_17343",654
"VID_13456",1054
"VID_5004",3452
"VID_18271",3982
"VID_11172",440
"VID_7396",188
"VID_16860",15
"VID_14001",718
"VID_7692",1215
"VID_21759",490
"VID_12626",192
"VID_21365",750
"VID_8532",115
"VID_8938",19411
"VID_9336",772
"VID_21746",302
"VID_13118",508
"VID_3785",29
"VID_4853",179
"VID_22834",1209
"VID_14847",1763
"VID_10739",17034
"VID_10350",25413
"VID_17201",50286
"VID_6511",4553
"VID_9110",571
"VID_19685",810
"VID_15937",90
"VID_12313",456
"VID_9544",1392
"VID_18710",1020
"VID_960",20370
"VID_21647",498
"VID_18583",1479
"VID_17629",1182
"VID_10394",318
"VID_11449",980
"VID_2624",535
"VID_10449",5
"VID_6929",43575
"VID_1828",2689
"VID_16532",6
"VID_1229",532
"VID_7989",584
"VID_11165",311
"VID_15353",179
"VID_14120",1344
"VID_16126",2236
"VID_15597",471
"VID_23366",62
"VID_4015",12
"VID_5685",122
"VID_7352",1410
"VID_17196",9948
"VID_18503",50922
"VID_20930",197
"VID_12954",276
"VID_8561",1774
"VID_8414",4
"VID_16507",1149
"VID_3806",74
"VID_1088",48566
"VID_20257",692
"VID_12023",367
"VID_10680",2257
"VID_11458",439
"VID_1652",1003
"VID_22257",641
"VID_19525",934
"VID_5329",805
"VID_14047",409
"VID_15909",687
"VID_22501",337
"VID_15486",25
"VID_21796",404
"VID_16526",352
"VID_8496",453
"VID_14577",540
"VID_19280",809
"VID_2580",442
"VID_21330",575
"VID_13495",279
"VID_10875",319
"VID_3377",5
"VID_11569",104
"VID_7836",240
"VID_19623",1216
"VID_9449",652
"VID_22312",959
"VID_8025",600
"VID_8991",9
"VID_6564",20749
"VID_14750",377
"VID_11548",222
"VID_22574",238
"VID_21037",543
"VID_13157",3925
"VID_120",743
"VID_10183",7801
"VID_22419",1713
"VID_7851",2852
"VID_21389",645
"VID_15316",599
"VID_14140",803
"VID_22818",981
"VID_729",704
"VID_9334",473
"VID_18805",2423
"VID_19543",666
"VID_20686",288
"VID_1253",50601
"VID_2186",1739
"VID_4858",59
"VID_2671",497
"VID_3328",524
"VID_7107",404
"VID_4159",13
"VID_12587",819
"VID_9820",965
"VID_12797",872
"VID_13228",3440
"VID_16652",35
"VID_15081",3825
"VID_5966",25
"VID_694",20303
"VID_23068",2941
"VID_9868",156
"VID_6174",153
"VID_13012",9336
"VID_10664",1174
"VID_18019",443
"VID_22984",3321
"VID_8154",5
"VID_19990",319
"VID_17901",11788
"VID_17041",43
"VID_9828",1699
"VID_23740",44104
"VID_19412",442
"VID_17039",39111
"VID_8706",1055
"VID_7394",618
"VID_14134",1408
"VID_5890",494
"VID_14399",486
"VID_7827",1062
"VID_20442",45
"VID_2500",146
"VID_21816",2520
"VID_4216",459
"VID_100",324
"VID_22926",1565
"VID_8999",170
"VID_7691",7698
"VID_20827",1173
"VID_4087",26
"VID_8657",24832
"VID_9619",1662
"VID_21740",1442
"VID_20247",777
"VID_23181",525
"VID_18828",637
"VID_5676",413
"VID_22701",1137
"VID_7679",577
"VID_228",607
"VID_19112",1863
"VID_14634",37707
"VID_3930",3514
"VID_11671",142
"VID_2092",5000
"VID_1977",1737
"VID_18959",955
"VID_22666",39
"VID_8783",418
"VID_1186",931
"VID_16475",548
"VID_17367",705
"VID_16988",17564
"VID_17835",1303
"VID_890",1143
"VID_4957",330
"VID_8697",207
"VID_1939",61402
"VID_12862",2724
"VID_10572",343
"VID_1892",14081
"VID_14055",684
"VID_1365",60
"VID_5384",1322
"VID_22476",601
"VID_8200",32827
"VID_18925",712
"VID_20114",439
"VID_1063",368
"VID_14279",65617
"VID_19973",62
"VID_4045",9
"VID_20569",39845
"VID_22752",483
"VID_6962",44
"VID_2903",687
"VID_18510",9
"VID_19949",2735
"VID_19286",1291
"VID_5943",2722
"VID_12941",348
"VID_11090",664
"VID_5683",130
"VID_17231",29
"VID_10534",1374
"VID_337",384
"VID_18156",985
"VID_7596",153
"VID_12149",473
"VID_2797",331
"VID_13125",420
"VID_12749",455
"VID_18413",373
"VID_17214",14082
"VID_6883",45134
"VID_16992",309
"VID_18236",6932
"VID_11550",3383
"VID_13491",196
"VID_12350",780
"VID_22754",951
"VID_14377",128
"VID_16912",374
"VID_1558",58523
"VID_13598",10540
"VID_668",1269
"VID_1092",398
"VID_15185",137
"VID_18649",41946
"VID_1434",49869
"VID_208",1174
"VID_7343",170
"VID_18539",871
"VID_8411",14
"VID_24",405
"VID_20761",343
"VID_17662",777
"VID_13081",390
"VID_12716",48799
"VID_21060",1672
"VID_17592",5331
"VID_15020",874
"VID_15647",1171
"VID_15923",540
"VID_4144",69
"VID_1540",39950
"VID_13704",1017
"VID_1480",47855
"VID_10095",100
"VID_2405",616
"VID_8124",330
"VID_23317",1031
"VID_15423",12462
"VID_13716",878
"VID_9902",3522
"VID_12130",37005
"VID_7658",1067
"VID_15362",296
"VID_7339",32
"VID_5374",44
"VID_4049",21
"VID_3944",9
"VID_12959",250
"VID_4276",779
"VID_8731",763
"VID_4551",1259
"VID_336",525
"VID_12703",475
"VID_3608",4858
"VID_17422",2417
"VID_2946",1062
"VID_5383",3772
"VID_1812",3542
"VID_4335",26500
"VID_7795",117
"VID_1964",880
"VID_15535",152
"VID_19168",693
"VID_431",1073
"VID_11714",13
"VID_7026",693
"VID_4505",28202
"VID_23601",285
"VID_18229",768
"VID_13746",2023
"VID_12668",321
"VID_17587",686
"VID_4477",1827
"VID_2765",280
"VID_17823",792
"VID_2818",397
"VID_19427",500
"VID_6597",17114
"VID_1895",526
"VID_20522",777
"VID_4591",910
"VID_20274",71
"VID_6001",858
"VID_16558",2972
"VID_17645",41
"VID_3517",9778
"VID_9907",163
"VID_11602",5165
"VID_4926",115
"VID_3296",18
"VID_20455",898
"VID_10088",101
"VID_3211",908
"VID_8067",314
"VID_5715",19
"VID_4024",278
"VID_20629",17778
"VID_8370",42
"VID_18546",423
"VID_9853",1446
"VID_19881",200
"VID_9224",468
"VID_10666",1337
"VID_13737",480
"VID_14889",368
"VID_21279",24529
"VID_4502",285
"VID_18160",1148
"VID_20747",392
"VID_21245",3249
"VID_18364",42413
"VID_8008",167
"VID_11760",642
"VID_5400",15
"VID_9626",43435
"VID_19646",967
"VID_5542",198
"VID_10640",967
"VID_4583",18
"VID_3949",889
"VID_11025",428
"VID_23204",718
"VID_21212",1310
"VID_22960",1225
"VID_10228",691
"VID_17897",45347
"VID_8424",42
"VID_22187",463
"VID_7304",33282
"VID_7678",74
"VID_16059",26
"VID_20692",1012
"VID_7539",1435
"VID_19302",1057
"VID_5283",1522
"VID_9535",2575
"VID_11019",67129
"VID_8341",375
"VID_5356",94
"VID_16881",286
"VID_1829",732
"VID_23521",677
"VID_23280",10693
"VID_10968",69409
"VID_10790",1844
"VID_22278",409
"VID_21524",39686
"VID_5874",218
"VID_21184",9362
"VID_22171",579
"VID_15896",12900
"VID_7272",769
"VID_16579",1325
"VID_21197",1142
"VID_9474",486
"VID_18246",15255
"VID_7447",297
"VID_9869",1206
"VID_5790",6567
"VID_11435",14163
"VID_15773",1167
"VID_8099",10554
"VID_6277",26
"VID_19303",109
"VID_11782",171
"VID_6446",4779
"VID_4656",185
"VID_14012",31863
"VID_9361",553
"VID_15986",5
"VID_22525",254
"VID_3833",11184
"VID_19468",251
"VID_11977",1034
"VID_13217",2377
"VID_6992",56
"VID_6270",801
"VID_11217",2724
"VID_17490",234
"VID_6959",327
"VID_16517",28561
"VID_20067",489
"VID_3070",226
"VID_1189",990
"VID_23649",494
"VID_6180",33
"VID_4480",477
"VID_13384",72
"VID_10290",33
"VID_4581",767
"VID_22887",1198
"VID_6457",153
"VID_13762",496
"VID_18542",250
"VID_9801",803
"VID_11103",89617
"VID_7711",1461
"VID_14161",3743
"VID_23339",1947
"VID_20135",5261
"VID_19661",3644
"VID_12899",475
"VID_12340",118
"VID_2401",16630
"VID_17212",24000
"VID_3202",5
"VID_20365",1042
"VID_18244",400
"VID_18303",13656
"VID_15127",659
"VID_13008",938
"VID_4586",582
"VID_10263",4407
"VID_1669",2240
"VID_15328",23
"VID_152",17598
"VID_23303",398
"VID_20005",305
"VID_16850",152
"VID_20590",760
"VID_9768",941
"VID_5562",1024
"VID_14263",834
"VID_13279",870
"VID_22513",1342
"VID_6736",3650
"VID_20445",253
"VID_15361",91
"VID_17184",470
"VID_5893",190
"VID_8905",76
"VID_11192",557
"VID_22717",1739
"VID_12437",747
"VID_2701",400
"VID_7738",250
"VID_9891",2287
"VID_4317",3134
"VID_15183",10318
"VID_9983",32800
"VID_18132",318
"VID_4599",1003
"VID_18639",18326
"VID_12270",535
"VID_2651",567
"VID_8985",44670
"VID_14423",1866
"VID_2853",86129
"VID_18193",1633
"VID_10658",825
"VID_9554",2585
"VID_7550",326
"VID_4022",204
"VID_9406",483
"VID_20802",579
"VID_22958",673
"VID_4822",34
"VID_4019",17
"VID_1060",97590
"VID_16383",26222
"VID_3757",2432
"VID_5734",13
"VID_19520",289
"VID_16538",10
"VID_17185",21209
"VID_10162",1117
"VID_23087",805
"VID_9052",16
"VID_8308",341
"VID_11649",20
"VID_3607",7559
"VID_13176",1097
"VID_7120",1035
"VID_22554",2175
"VID_6803",42867
"VID_17510",494
"VID_21998",1844
"VID_14",432
"VID_23662",737
"VID_4031",397
"VID_5774",877
"VID_4447",903
"VID_12869",288
"VID_17320",33
"VID_11676",259
"VID_12920",245
"VID_20996",614
"VID_18892",1592
"VID_14064",52716
"VID_2010",76
"VID_8552",374
"VID_12166",69
"VID_16078",88
"VID_18300",565
"VID_23144",398
"VID_23709",404
"VID_15227",3391
"VID_14021",1592
"VID_11117",6238
"VID_2004",1110
"VID_2364",174
"VID_11903",274
"VID_11490",40
"VID_11304",2633
"VID_12665",237
"VID_11014",494
"VID_1537",79
"VID_4202",29
"VID_12617",29561
"VID_12386",13
"VID_21023",3777
"VID_7214",566
"VID_14525",28933
"VID_6692",57
"VID_15042",425
"VID_5924",1863
"VID_2224",853
"VID_22354",84388
"VID_10177",4619
"VID_5389",17
"VID_21308",4760
"VID_20928",29175
"VID_1353",14968
"VID_4433",20
"VID_20128",1552
"VID_16397",652
"VID_16301",2335
"VID_12633",256
"VID_23568",2970
"VID_9772",762
"VID_4150",8
"VID_8952",410
"VID_12614",32
"VID_21457",293
"VID_22487",988
"VID_10837",654
"VID_9883",6978
"VID_20384",997
"VID_3515",92
"VID_5005",283
"VID_2807",267
"VID_23309",6
"VID_21550",909
"VID_3061",699
"VID_10299",579
"VID_11001",445
"VID_8045",27
"VID_14682",490
"VID_10268",3610
"VID_5779",41863
"VID_5367",2749
"VID_18298",595
"VID_22470",515
"VID_8967",27375
"VID_12963",323
"VID_3639",64
"VID_21789",17487
"VID_15815",151
"VID_4203",755
"VID_6381",930
"VID_5973",3710
"VID_20081",618
"VID_8587",319
"VID_3288",37
"VID_19558",724
"VID_12063",1313
"VID_15190",39458
"VID_19502",399
"VID_14412",146
"VID_5728",554
"VID_1541",8643
"VID_17163",506
"VID_14640",499
"VID_14394",601
"VID_16293",3972
"VID_20372",708
"VID_2762",526
"VID_16040",467
"VID_10359",404
"VID_2916",416
"VID_14826",19
"VID_1554",76706
"VID_13362",1632
"VID_15985",743
"VID_6157",156
"VID_19775",69
"VID_8677",508
"VID_12593",53
"VID_11555",8485
"VID_10180",1358
"VID_7281",772
"VID_19200",130
"VID_18507",23651
"VID_13765",13
"VID_18802",1880
"VID_2428",4658
"VID_22193",587
"VID_8915",65206
"VID_4402",59
"VID_6197",4970
"VID_23263",13
"VID_16324",2644
"VID_16725",240
"VID_10683",657
"VID_14246",192
"VID_10059",193
"VID_16656",319
"VID_17275",443
"VID_591",583
"VID_17916",410
"VID_361",357
"VID_21848",358
"VID_7693",3981
"VID_21847",190
"VID_12198",268
"VID_2129",735
"VID_3080",220
"VID_22803",614
"VID_969",49690
"VID_10161",809
"VID_19085",1194
"VID_7744",771
"VID_4304",1182
"VID_6231",130
"VID_19763",1463
"VID_1542",4170
"VID_8180",413
"VID_18962",433
"VID_7258",917
"VID_11587",346
"VID_10283",1276
"VID_18692",1071
"VID_19813",461
"VID_18168",5482
"VID_15844",72
"VID_6875",47196
"VID_4099",273
"VID_5489",380
"VID_7357",520
"VID_13020",220
"VID_1146",490
"VID_19336",287
"VID_2188",1220
"VID_13383",1374
"VID_18645",495
"VID_9",20000
"VID_4369",2547
"VID_10525",1230
"VID_837",1450
"VID_15197",375
"VID_4776",857
"VID_11796",302
"VID_8082",677
"VID_15852",224
"VID_22425",65303
"VID_3551",48
"VID_21555",18342
"VID_6283",49
"VID_21339",15
"VID_4552",13091
"VID_4496",162
"VID_22851",34892
"VID_33",854
"VID_4228",19
"VID_19597",49
"VID_21870",469
"VID_4652",1088
"VID_14972",1623
"VID_1408",354
"VID_10738",2209
"VID_21500",581
"VID_18199",111
"VID_7610",433
"VID_15713",19
"VID_6689",5254
"VID_4672",149
"VID_5927",1557
"VID_4332",3019
"VID_946",25373
"VID_4513",1878
"VID_3091",6621
"VID_18099",10565
"VID_1249",25277
"VID_11207",178
"VID_18054",44402
"VID_20142",70
"VID_17136",487
"VID_16483",1235
"VID_102",968
"VID_19883",484
"VID_7418",4392
"VID_1436",5344
"VID_21104",1185
"VID_6601",408
"VID_12925",5328
"VID_23526",101
"VID_10373",1116
"VID_13688",147
"VID_22400",64781
"VID_2450",575
"VID_15393",745
"VID_2648",475
"VID_18881",423
"VID_7290",202
"VID_19835",366
"VID_12168",774
"VID_23510",450
"VID_17461",2618
"VID_10966",443
"VID_1462",445
"VID_18383",1426
"VID_13658",27482
"VID_14678",1205
"VID_8217",482
"VID_9278",683
"VID_5193",56
"VID_1978",587
"VID_2655",504
"VID_2283",545
"VID_20377",693
"VID_1538",69036
"VID_5764",862
"VID_6213",601
"VID_18852",4740
"VID_18267",206
"VID_15039",427
"VID_5959",961
"VID_22931",1942
"VID_1321",1012
"VID_17676",188
"VID_18921",3640
"VID_14791",2812
"VID_21495",1313
"VID_6570",16043
"VID_2700",539
"VID_16589",130
"VID_18376",79
"VID_891",879
"VID_738",392
"VID_13266",698
"VID_23251",429
"VID_16498",1204
"VID_23265",1605
"VID_16164",130
"VID_779",609
"VID_7986",825
"VID_19349",28285
"VID_2346",394
"VID_17752",3989
"VID_3429",13
"VID_3290",154
"VID_2659",471
"VID_1449",445
"VID_15376",26392
"VID_21154",124
"VID_10758",1173
"VID_3403",135
"VID_9283",587
"VID_21863",60170
"VID_12530",866
"VID_17712",221
"VID_10412",41
"VID_4473",1195
"VID_13480",165
"VID_1047",8040
"VID_4385",2203
"VID_22576",218
"VID_7369",32452
"VID_9325",1411
"VID_808",287
"VID_4016",102
"VID_3664",337
"VID_13543",514
"VID_3781",1313
"VID_7601",287
"VID_2326",818
"VID_1166",1228
"VID_2017",2743
"VID_15861",703
"VID_15526",6
"VID_11073",482
"VID_23553",92
"VID_21554",2889
"VID_17164",236
"VID_8699",378
"VID_6979",679
"VID_19528",596
"VID_15329",660
"VID_17902",78889
"VID_19209",735
"VID_9759",629
"VID_1641",9682
"VID_2047",409
"VID_16224",492
"VID_20758",466
"VID_17410",188
"VID_2362",232
"VID_2774",9943
"VID_5569",11225
"VID_15722",4
"VID_3985",133
"VID_17546",970
"VID_22256",2967
"VID_15767",43
"VID_2446",340
"VID_2426",36
"VID_22748",1026
"VID_8250",837
"VID_1076",404
"VID_10845",569
"VID_14024",164
"VID_14066",26311
"VID_6495",66452
"VID_11083",510
"VID_9712",2894
"VID_492",854
"VID_20815",172
"VID_12344",645
"VID_22058",1502
"VID_23523",40
"VID_13752",1372
"VID_6415",164
"VID_7582",4776
"VID_16220",138
"VID_14850",214
"VID_12012",1216
"VID_16394",1030
"VID_9670",465
"VID_3890",121
"VID_18341",50723
"VID_9101",104
"VID_17846",877
"VID_9912",1219
"VID_11472",1125
"VID_3341",240
"VID_4752",19
"VID_2744",609
"VID_4607",2298
"VID_5427",21
"VID_1585",8442
"VID_21553",1239
"VID_2915",8168
"VID_762",2306
"VID_6186",1236
"VID_6989",36889
"VID_17223",4990
"VID_18860",1501
"VID_20161",39
"VID_2578",383
"VID_5233",14
"VID_2441",197
"VID_13270",505
"VID_20433",3043
"VID_3644",71
"VID_1514",24720
"VID_22481",869
"VID_14913",1808
"VID_16026",395
"VID_17704",54
"VID_17379",8542
"VID_6630",1186
"VID_15734",10
"VID_1494",45899
"VID_21836",1690
"VID_14953",7805
"VID_15288",34331
"VID_9404",5630
"VID_5406",3148
"VID_1817",41593
"VID_19464",5
"VID_5768",2696
"VID_19788",34
"VID_10808",590
"VID_17505",541
"VID_15995",408
"VID_7354",1286
"VID_20351",168
"VID_4782",44
"VID_15485",12
"VID_8619",348
"VID_22605",1530
"VID_20207",66
"VID_3174",36038
"VID_23315",99
"VID_12199",387
"VID_17773",139
"VID_12548",184
"VID_11431",601
"VID_6709",1393
"VID_10822",602
"VID_8464",7424
"VID_11700",1575
"VID_15946",32350
"VID_22427",86169
"VID_3670",1505
"VID_19079",165
"VID_16611",399
"VID_17858",762
"VID_20749",1129
"VID_6217",1025
"VID_17338",702
"VID_5399",89
"VID_5468",566
"VID_3557",44
"VID_23505",277
"VID_12088",23497
"VID_7221",210
"VID_18481",29327
"VID_13192",3762
"VID_16863",16
"VID_5054",57
"VID_12975",443
"VID_21783",37
"VID_9357",62
"VID_8894",64663
"VID_3305",182
"VID_4707",109
"VID_8448",1622
"VID_17151",1507
"VID_9846",832
"VID_15154",409
"VID_16794",321
"VID_121",143
"VID_7847",678
"VID_16209",2538
"VID_18075",739
"VID_2791",94
"VID_2802",96
"VID_18955",1111
"VID_15870",2324
"VID_3808",1378
"VID_22619",296
"VID_18407",1445
"VID_4381",933
"VID_5156",2605
"VID_8299",2558
"VID_4166",19
"VID_339",120
"VID_8476",16159
"VID_10494",143
"VID_15819",60
"VID_16240",15
"VID_4179",7
"VID_19261",509
"VID_13150",936
"VID_23213",352
"VID_19387",65
"VID_18482",13430
"VID_21176",1916
"VID_12966",426
"VID_8887",41665
"VID_19996",553
"VID_18408",97
"VID_8276",142
"VID_6352",5756
"VID_6445",556
"VID_20387",22053
"VID_9546",248
"VID_21790",954
"VID_7654",3413
"VID_16712",187
"VID_10840",1776
"VID_19999",511
"VID_13822",67190
"VID_18980",281
"VID_10008",4933
"VID_4530",3736
"VID_16351",416
"VID_15778",36
"VID_21149",416
"VID_4818",289
"VID_11049",578
"VID_7002",12
"VID_878",28
"VID_11984",687
"VID_15141",536
"VID_218",133
"VID_11124",229
"VID_16095",32
"VID_18327",109
"VID_11341",4939
"VID_9023",1296
"VID_12220",2751
"VID_22437",102
"VID_16257",1133
"VID_16551",12
"VID_18659",49220
"VID_21731",45826
"VID_16612",1787
"VID_741",34
"VID_4741",2181
"VID_15437",7231
"VID_16979",37642
"VID_6796",41628
"VID_22820",1184
"VID_3926",469
"VID_3214",708
"VID_22874",14160
"VID_10811",1042
"VID_8140",1467
"VID_16038",204
"VID_3998",120
"VID_5744",2042
"VID_797",4326
"VID_4270",3601
"VID_5027",3594
"VID_16970",99598
"VID_13237",3319
"VID_19787",318
"VID_2360",75
"VID_17808",72
"VID_22556",1013
"VID_6448",463
"VID_12337",271
"VID_19338",87
"VID_18567",849
"VID_5157",579
"VID_19874",740
"VID_6210",439
"VID_13174",408
"VID_20275",675
"VID_4834",8
"VID_10627",640
"VID_8658",655
"VID_16787",41
"VID_4001",7
"VID_3869",6527
"VID_10192",1070
"VID_10191",1173
"VID_20157",1470
"VID_633",1590
"VID_20398",2568
"VID_620",182
"VID_17579",380
"VID_15683",1079
"VID_22472",236
"VID_16133",40
"VID_2723",44706
"VID_23463",475
"VID_19433",85
"VID_1258",42220
"VID_19005",1363
"VID_13785",1081
"VID_13072",2566
"VID_17216",27594
"VID_18241",342
"VID_695",81
"VID_7968",10701
"VID_11393",49
"VID_9040",456
"VID_17373",608
"VID_23010",185
"VID_9034",404
"VID_10678",3279
"VID_9438",75
"VID_18624",484
"VID_23585",670
"VID_22259",738
"VID_12381",1406
"VID_23529",71
"VID_8433",2732
"VID_6543",1875
"VID_17147",448
"VID_9693",797
"VID_11400",239
"VID_14868",469
"VID_22158",250
"VID_12391",363
"VID_13194",89
"VID_18136",793
"VID_7356",1310
"VID_2548",15732
"VID_21902",4226
"VID_1017",2485
"VID_11027",494
"VID_5825",9769
"VID_2288",485
"VID_5896",1644
"VID_8107",325
"VID_7877",872
"VID_6636",8281
"VID_19179",1849
"VID_20492",303
"VID_22422",71126
"VID_4835",777
"VID_10209",2209
"VID_10051",32155
"VID_21646",1910
"VID_20903",40060
"VID_6143",154
"VID_3154",103
"VID_4902",2612
"VID_21950",24566
"VID_4699",428
"VID_18711",50
"VID_12978",829
"VID_3507",372
"VID_20562",951
"VID_20961",145
"VID_16426",25066
"VID_23661",824
"VID_1678",971
"VID_7006",15
"VID_11426",22410
"VID_8634",1786
"VID_14700",921
"VID_1770",1076
"VID_13216",1335
"VID_22569",1042
"VID_715",148
"VID_18368",18495
"VID_11494",1111
"VID_15003",1210
"VID_21715",289
"VID_4169",834
"VID_22264",28107
"VID_2968",1687
"VID_12447",3646
"VID_9778",1784
"VID_15121",1888
"VID_3824",2255
"VID_6956",1762
"VID_4669",5229
"VID_16711",36
"VID_3694",854
"VID_6768",2896
"VID_4194",24
"VID_19571",94
"VID_9057",471
"VID_23283",8
"VID_14692",1673
"VID_6076",611
"VID_3807",2101
"VID_9145",258
"VID_20159",3484
"VID_10295",1612
"VID_3501",204
"VID_19021",92884
"VID_18643",49021
"VID_9490",276
"VID_2822",2630
"VID_19575",735
"VID_2973",4604
"VID_12902",16420
"VID_5057",32686
"VID_20090",4032
"VID_7915",833
"VID_19371",470
"VID_7190",1621
"VID_19870",352
"VID_9870",683
"VID_8285",2444
"VID_18128",47082
"VID_207",854
"VID_23719",38603
"VID_21477",827
"VID_1009",2998
"VID_15931",20
"VID_22917",3112
"VID_4589",574
"VID_8458",1378
"VID_2796",632
"VID_15542",461
"VID_22408",13400
"VID_15124",128
"VID_17825",3159
"VID_473",431
"VID_10437",54
"VID_1701",19297
"VID_7055",526
"VID_16785",34
"VID_5662",735
"VID_20873",4625
"VID_1767",32087
"VID_17638",159
"VID_7439",4105
"VID_22736",1038
"VID_2063",201
"VID_6782",43204
"VID_8267",19
"VID_16222",201
"VID_19217",46
"VID_5556",19278
"VID_2781",778
"VID_3398",254
"VID_20734",1777
"VID_12911",485
"VID_21097",977
"VID_12933",791
"VID_3493",4
"VID_3974",13
"VID_10334",179
"VID_22024",2398
"VID_18595",1323
"VID_22391",485
"VID_6879",89829
"VID_11227",610
"VID_17843",156
"VID_422",665
"VID_10140",12
"VID_18713",254
"VID_21126",3703
"VID_19326",1238
"VID_23094",821
"VID_21607",3534
"VID_2816",1506
"VID_12093",18709
"VID_8251",1701
"VID_18894",530
"VID_19060",1153
"VID_8749",1149
"VID_9961",663
"VID_15789",20
"VID_17148",493
"VID_20463",28483
"VID_11779",371
"VID_19291",381
"VID_12264",528
"VID_7103",1952
"VID_15427",220
"VID_1957",72121
"VID_13701",400
"VID_11675",100
"VID_5046",3895
"VID_16314",4063
"VID_18123",39092
"VID_19678",2364
"VID_10699",2626
"VID_9360",153
"VID_7925",234
"VID_14266",4443
"VID_12351",845
"VID_8375",549
"VID_13085",374
"VID_14627",32667
"VID_7660",250
"VID_13442",2378
"VID_18465",480
"VID_15695",1511
"VID_7070",3
"VID_15025",666
"VID_21116",980
"VID_21453",445
"VID_18774",2198
"VID_16756",85
"VID_5096",949
"VID_4248",805
"VID_18169",969
"VID_21841",1142
"VID_12781",547
"VID_16370",495
"VID_15825",105
"VID_403",397
"VID_4781",103
"VID_12345",683
"VID_15538",2604
"VID_14025",21
"VID_16936",943
"VID_20095",597
"VID_7438",130
"VID_11729",20
"VID_4999",8154
"VID_7607",209
"VID_5689",310
"VID_3281",84
"VID_9112",229
"VID_8994",404
"VID_15996",69
"VID_9323",444
"VID_18362",774
"VID_11186",253
"VID_10392",272
"VID_1255",614
"VID_23346",13437
"VID_9832",2553
"VID_9940",522
"VID_9643",118890
"VID_16938",34277
"VID_1290",23502
"VID_3426",28
"VID_4630",793
"VID_21321",164
"VID_21885",505
"VID_7089",14864
"VID_11630",10
"VID_13119",1559
"VID_20792",559
"VID_17330",32
"VID_7240",124
"VID_2772",531
"VID_11850",588
"VID_20200",131
"VID_15212",4479
"VID_6943",295
"VID_20897",1601
"VID_1388",1225
"VID_10288",1202
"VID_16511",162
"VID_18946",336
"VID_16479",1719
"VID_7422",288
"VID_21044",5066
"VID_1022",1345
"VID_8836",2212
"VID_15949",315
"VID_12758",410
"VID_9653",3056
"VID_19118",859
"VID_13758",524
"VID_3984",7
"VID_20795",738
"VID_23747",976
"VID_8467",673
"VID_14253",3954
"VID_16822",76
"VID_6401",96
"VID_7485",525
"VID_23700",398
"VID_2664",2053
"VID_6590",1670
"VID_3594",64
"VID_12185",394
"VID_10863",1311
"VID_13128",1218
"VID_17394",10
"VID_10118",49
"VID_3559",33
"VID_13498",45900
"VID_14367",1157
"VID_20405",3230
"VID_16195",395
"VID_17500",340
"VID_1706",45737
"VID_1051",480
"VID_15107",115
"VID_3247",26
"VID_974",57810
"VID_7247",1338
"VID_20898",108
